JobTitle	Skill	MalePercentage
postal service mail carriers	Enter information into databases or software programs.	63,4
postal service mail carriers	Provide notifications to customers or patrons.	63,4
postal service mail carriers	Collect deposits, payments or fees.	63,4
postal service mail carriers	Arrange insurance coverage.	63,4
postal service mail carriers	Prepare outgoing mail.	63,4
postal service mail carriers	Prepare documentation for contracts, transactions, or regulatory compliance.	63,4
postal service mail carriers	Sell products or services.	63,4
postal service mail carriers	Explain regulations, policies, or procedures.	63,4
postal service mail carriers	Operate vehicles or material-moving equipment.	63,4
postal service mail carriers	Obtain written authorization to perform activities.	63,4
postal service mail carriers	Report maintenance or equipment problems to appropriate personnel.	63,4
postal service mail carriers	Package objects for shipping.	63,4
postal service mail carriers	Sort mail.	63,4
postal service mail carriers	Perform administrative or clerical tasks.	63,4
postal service mail carriers	Maintain financial or account records.	63,4
postal service mail carriers	Deliver items.	63,4
postal service mail carriers	Record shipping information.	63,4
postal service mail carriers	Route mail to correct destinations.	63,4
postal service mail sorters processors and processing machine operators	Weigh parcels to determine shipping costs.	46,7
postal service mail sorters processors and processing machine operators	Train personnel.	46,7
postal service mail sorters processors and processing machine operators	Unload materials or equipment.	46,7
postal service mail sorters processors and processing machine operators	Maintain office equipment in proper operating condition.	46,7
postal service mail sorters processors and processing machine operators	Operate vehicles or material-moving equipment.	46,7
postal service mail sorters processors and processing machine operators	Operate computers or computerized equipment.	46,7
postal service mail sorters processors and processing machine operators	Load materials or equipment.	46,7
postal service mail sorters processors and processing machine operators	Obtain personal or financial information about customers or applicants.	46,7
postal service mail sorters processors and processing machine operators	Distribute incoming mail.	46,7
postal service mail sorters processors and processing machine operators	Package objects for shipping.	46,7
postal service mail sorters processors and processing machine operators	Sort mail.	46,7
postal service mail sorters processors and processing machine operators	Receive shipments.	46,7
postal service mail sorters processors and processing machine operators	Verify shipping documentation.	46,7
postal service mail sorters processors and processing machine operators	Prepare outgoing mail.	46,7
postal service mail sorters processors and processing machine operators	Route mail to correct destinations.	46,7
postal service mail sorters processors and processing machine operators	Attach identification information to products, items or containers.	46,7
production planning and expediting clerks	Order materials, supplies, or equipment.	42,3
production planning and expediting clerks	Confer with coworkers to coordinate work activities.	42,3
production planning and expediting clerks	Coordinate shipping activities with external parties.	42,3
