JobTitle	Skill	MalePercentage
human resources managers	track key performance indicators	25,3
industrial production managers	oversee production requirements	77,6
industrial production managers	manage budgets	77,6
industrial production managers	meet deadlines	77,6
industrial production managers	adhere to organisational guidelines	77,6
industrial production managers	plan health and safety procedures	77,6
industrial production managers	control financial resources	77,6
industrial production managers	adjust production schedule	77,6
industrial production managers	check material resources	77,6
industrial production managers	oversee assembly operations	77,6
industrial production managers	assess impact of industrial activities	77,6
industrial production managers	create manufacturing guidelines	77,6
industrial production managers	define quality standards	77,6
industrial production managers	liaise with industrial professionals	77,6
industrial production managers	manage resources	77,6
industrial production managers	manage staff	77,6
industrial production managers	manage supplies	77,6
industrial truck and tractor operators	operate agricultural machinery	91,3
industrial truck and tractor operators	harvest cover crops	91,3
industrial truck and tractor operators	tow a tractor implement using the power take-off	91,3
industrial truck and tractor operators	spread fertiliser	91,3
industrial truck and tractor operators	harvest crop	91,3
industrial truck and tractor operators	handling chemical products for soil and plants	91,3
industrial truck and tractor operators	identify plants characteristics	91,3
industrial truck and tractor operators	work in a land-based team	91,3
industrial truck and tractor operators	follow written instructions	91,3
information security analysts	define data quality criteria	82,9
information security analysts	define security policies	82,9
information security analysts	ensure information security	82,9
information security analysts	manage IT security compliances	82,9
information security analysts	verify formal ICT specifications	82,9
information security analysts	keep up with the latest information systems solutions	82,9
information security analysts	provide ICT consulting advice	82,9
information security analysts	identify ICT system weaknesses	82,9
information security analysts	keep task records	82,9
